% Model:              cpw-sheet-shift-5bma.mph
% Version:            COMSOL 6.3.0.290
% Date:               Sep 24 2026, 10:59
% Dimension:          3
% Nodes:              610
% Expressions:        1
% Description:        Electric field norm
% Length unit:        µm
% x                       y                        z                        emw.normE (V/m) @ freq=7.5
342.5898791332621         -696.3839976637662       1                        3.212714088933809
396.8497041112351         -452.7320965832322       1                        20.76896958153246
141.8627773111977         -591.5002350781667       1                        10.744409972618792
-79.2383518288198         -704.5520909261653       1                        5.574305114317037
368.82279473205983        -211.144626880741        1                        468.23051502492524
397.55520140385613        -451.4512249478809       1                        33.15027830885889
142.56827460381876        -590.2193634428155       1                        17.310813890866598
215.2485194359711         -308.0712452335128       1                        174.76937731631767
157.03360007780933        -147.93896139737035      1                        1572.5722622843691
97.10834294311918         -117.57415113962813      1                        3229.2265949024472
122.9847384760594         -71.70575850746525       1                        8368.49399114995
65.45836985020586         -70.71802726555916       1                        7843.541516781519
214.82114167177343        -307.14582284836706      1                        324.85194078167183
256.3551975378412         -176.44525329013297      1                        1052.200262091416
159.11007995699924        -148.84316056107738      1                        1214.6222613972532
44.52207643303681         -113.58218848529964      1                        3125.947888047406
-13.912148569616319       -5.486282891727027       1                        1040230.3475909058
-64.00055138082332        -5.486282891727027       1                        1373223.290123757
-13.912148569614434       -11.249700140528837      1                        873623.2784313039
-64.00055138082156        -11.249700140528837      1                        787659.9853206738
-13.278885185465617       -12.151331773380072      1                        127525.41389475277
11.184841059589477        -68.46324589940384       1                        6926.89039650492
11.983197212350554        -70.8663341878954        1                        7434.263646690442
9.612592883335253         -69.02797874184124       1                        8655.077632486753
10.439766124501308        -70.07966122251129       1                        8966.92828431806
94.44648055029525         111.00000000000017       1                        977.6787667483626
94.95607402698495         106.73724674796338       1                        35253.80751940876
89.99423777569005         107.22556323417376       1                        20417.26958199773
92.94196486312015         107.32294991506694       0.9999999999999999       23766.903560716135
93.8959312082753          110.00091204867657       1                        12589.349489508753
-64.29079578877204        -4.155912911189401       1                        715005.2956762373
-14.031357784669556       5.482582750162366        1                        1200130.938186113
-14.031357784672062       -4.155912911189401       1                        635539.9671453733
-14.031357784672062       11.265680146973425       1                        749688.3369384131
-3.287330574950903        59.35861552128648        1                        12494.176392062018
-65.87035518291968        -10.080286401848474      1                        948047.8825234553
-65.87035518292143        -4.367812818570446       1                        1312225.628828661
-115.51601947125558       -4.367812818570446       1                        1072416.421723273
-5.575257345964782        59.458158453732366       1                        16323.315493523958
-64.29079578877204        11.265680146973425       1                        856636.5527890589
-65.87035518291916        5.1529764868929355       1                        1280967.0381873643
-64.29079578876974        5.482582750162366        1                        1236869.3816456334
-65.87035518292143        10.865450070170963       1                        871569.4833265416
92.67970968332361         111.00000000000017       1                        7238.904275412149
-3.5184970153227066       61.636394611112145       1                        9454.617999061376
-13.22153495906254        12.08868297714521        0.9999999999999999       160323.62603678886
-4.66474538810777         60.8550024837262         0.9999999999999999       17486.24639067331
-115.51601947125349       5.1529764868929355       1                        1454962.6034070905
-46.21545081361638        -70.30661857397195       1                        21566.31375966637
-46.81081928275341        -69.33807681832056       1                        34980.56494246576
-46.67852091602011        -71.38785173245519       1                        9273.266318934408
65.05821270973722         -209.09197356639942      1                        664.4681083913656
